customer_id,arm,p_churn,risk_vs_base,cltv,monthly_charges,tenure_months,offer_id,offer_name,cost,delta_prior,ev,min_ev_floor,lever_summary,levers,considered,vetoed,status,catalog_version,actual_churn
2070-FNEXE,treatment,0.2304,below,4419.0,76.45,7,OFF-CONTRACT-2Y,2-year contract at 15% off,137.61,0.18,45.65,20.0,No tech support add-on; No device protection; Rolling month-to-month contract; Under 12 months tenure; Premium fiber plan,NO_TECH_SUPPORT|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|NEW_CUSTOMER|FIBER_PREMIUM,OFF-CONTRACT-2Y:46|OFF-CONTRACT-1Y:30|OFF-TECHSUP-12:21,,recommended,3,1
6317-YPKDH,treatment,0.3775,above,4534.0,29.95,1,OFF-CONTRACT-1Y,1-year contract at 10% off,35.94,0.12,169.45,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Under 12 months tenure,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|NEW_CUSTOMER,OFF-CONTRACT-1Y:169|OFF-BUNDLE-ALL:119|OFF-TECHSUP-12:77|OFF-SEC-12:25,,recommended,3,1
1024-GUALD,treatment,0.6834,above,4851.0,24.8,1,OFF-CONTRACT-1Y,1-year contract at 10% off,29.76,0.12,368.06,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Under 12 months tenure,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER,OFF-CONTRACT-1Y:368|OFF-BUNDLE-ALL:344|OFF-TECHSUP-12:205|OFF-SEC-12:106|OFF-AUTOPAY:73,,recommended,3,1
0742-MOABM,control,0.3242,above,3394.0,50.05,4,OFF-CONTRACT-1Y,1-year contract at 10% off,60.06,0.12,71.98,20.0,No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Under 12 months tenure,NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER,OFF-CONTRACT-1Y:72|OFF-SEC-12:-5|OFF-AUTOPAY:-16,,recommended,3,1
7273-TEFQD,treatment,0.744,above,2314.0,41.15,3,OFF-CONTRACT-1Y,1-year contract at 10% off,49.38,0.12,157.21,20.0,No tech support add-on; No online security add-on; Rolling month-to-month contract; Manual payment method; Under 12 months tenure,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER,OFF-CONTRACT-1Y:157|OFF-BUNDLE-ALL:121|OFF-TECHSUP-12:77|OFF-SEC-12:26|OFF-AUTOPAY:9,,recommended,3,1
9512-UIBFX,treatment,0.3932,above,4643.0,95.15,18,OFF-CONTRACT-2Y,2-year contract at 15% off,171.27,0.18,157.34,20.0,No tech support add-on; No online security add-on; Rolling month-to-month contract; Manual payment method; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|MONTH_TO_MONTH|MANUAL_PAYMENT|FIBER_PREMIUM,OFF-CONTRACT-2Y:157|OFF-BUNDLE-ALL:135|OFF-CONTRACT-1Y:105|OFF-TECHSUP-12:86|OFF-SEC-12:31|OFF-AUTOPAY:13,,recommended,3,1
7534-BFESC,treatment,0.4345,above,2018.0,76.1,24,OFF-CONTRACT-2Y,2-year contract at 15% off,136.98,0.18,20.85,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|FIBER_PREMIUM,OFF-CONTRACT-2Y:21|OFF-CONTRACT-1Y:14|OFF-TECHSUP-12:10|OFF-BUNDLE-ALL:2|OFF-SEC-12:-16|OFF-AUTOPAY:-25,,recommended,3,1
2034-GDRCN,control,0.7655,above,4157.0,90.4,2,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,325.0,20.0,"No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; High bill, few add-ons; Under 12 months tenure; Premium fiber plan",NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,OFF-BUNDLE-ALL:325|OFF-CONTRACT-1Y:273|OFF-TECHSUP-12:194|OFF-SEC-12:99|OFF-AUTOPAY:67,,recommended,3,1
5167-ZFFMM,treatment,0.8862,above,3424.0,90.85,1,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,304.3,20.0,"No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; High bill, few add-ons; Under 12 months tenure; Premium fiber plan",NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,OFF-BUNDLE-ALL:304|OFF-CONTRACT-1Y:255|OFF-TECHSUP-12:182|OFF-SEC-12:92,,recommended,3,1
0979-PHULV,treatment,0.4953,above,4020.0,99.45,69,OFF-CONTRACT-2Y,2-year contract at 15% off,179.01,0.18,179.39,20.0,No tech support add-on; No online security add-on; Rolling month-to-month contract; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|MONTH_TO_MONTH|FIBER_PREMIUM,OFF-CONTRACT-2Y:179|OFF-BUNDLE-ALL:158|OFF-CONTRACT-1Y:120|OFF-TECHSUP-12:99|OFF-SEC-12:39,,recommended,3,1
0256-LTHVJ,treatment,0.443,above,5201.0,81.05,28,OFF-CONTRACT-2Y,2-year contract at 15% off,145.89,0.18,268.84,20.0,"No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; High bill, few add-ons; Premium fiber plan",NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|FIBER_PREMIUM,OFF-CONTRACT-2Y:269|OFF-BUNDLE-ALL:202|OFF-CONTRACT-1Y:179|OFF-TECHSUP-12:124|OFF-SEC-12:55|OFF-AUTOPAY:32,,recommended,3,1
4640-UHDOS,treatment,0.3959,above,4498.0,55.95,13,OFF-CONTRACT-2Y,2-year contract at 15% off,100.71,0.18,219.83,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT,OFF-CONTRACT-2Y:220|OFF-CONTRACT-1Y:147|OFF-BUNDLE-ALL:129|OFF-TECHSUP-12:82|OFF-SEC-12:29|OFF-AUTOPAY:11,,recommended,3,1
6227-HWPWX,control,0.3638,above,5671.0,69.0,15,OFF-CONTRACT-2Y,2-year contract at 15% off,124.2,0.18,247.16,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|FIBER_PREMIUM,OFF-CONTRACT-2Y:247|OFF-BUNDLE-ALL:168|OFF-CONTRACT-1Y:165|OFF-TECHSUP-12:105|OFF-SEC-12:43,,recommended,3,1
0447-BEMNG,treatment,0.2028,below,4926.0,45.3,48,OFF-CONTRACT-2Y,2-year contract at 15% off,81.54,0.18,98.28,20.0,No tech support add-on; Rolling month-to-month contract,NO_TECH_SUPPORT|MONTH_TO_MONTH,OFF-CONTRACT-2Y:98|OFF-CONTRACT-1Y:66|OFF-TECHSUP-12:20,,recommended,3,1
0388-EOPEX,treatment,0.5608,above,4263.0,74.4,2,OFF-CONTRACT-1Y,1-year contract at 10% off,89.28,0.12,197.6,20.0,No tech support add-on; No device protection; Rolling month-to-month contract; Manual payment method; Under 12 months tenure; Premium fiber plan,NO_TECH_SUPPORT|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|FIBER_PREMIUM,OFF-CONTRACT-1Y:198|OFF-TECHSUP-12:131|OFF-AUTOPAY:36,,recommended,3,1
7218-HKQFK,control,0.635,above,3715.0,94.2,2,OFF-CONTRACT-1Y,1-year contract at 10% off,113.04,0.12,170.04,20.0,No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Under 12 months tenure; Premium fiber plan,NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|FIBER_PREMIUM,OFF-CONTRACT-1Y:170|OFF-SEC-12:58|OFF-AUTOPAY:34,,recommended,3,1
6825-UYPFK,treatment,0.22,below,2115.0,75.6,23,,,0.0,0.0,0.0,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|FIBER_PREMIUM,OFF-TECHSUP-12:-23|OFF-CONTRACT-1Y:-35|OFF-SEC-12:-37|OFF-CONTRACT-2Y:-52|OFF-BUNDLE-ALL:-55,OFF-TECHSUP-12:R3_POSITIVE_EV|OFF-CONTRACT-1Y:R3_POSITIVE_EV|OFF-SEC-12:R3_POSITIVE_EV|OFF-CONTRACT-2Y:R3_POSITIVE_EV|OFF-BUNDLE-ALL:R3_POSITIVE_EV,no_action_needed,3,1
8397-MVTAZ,treatment,0.6409,above,2568.0,100.05,34,OFF-CONTRACT-2Y,2-year contract at 15% off,180.09,0.18,116.16,20.0,No tech support add-on; No online security add-on; Rolling month-to-month contract; Manual payment method; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|MONTH_TO_MONTH|MANUAL_PAYMENT|FIBER_PREMIUM,OFF-CONTRACT-2Y:116|OFF-BUNDLE-ALL:110|OFF-CONTRACT-1Y:77|OFF-TECHSUP-12:71|OFF-SEC-12:22|OFF-AUTOPAY:6,,recommended,3,1
5301-GAUUY,treatment,0.3674,above,5974.0,80.35,32,OFF-CONTRACT-2Y,2-year contract at 15% off,144.63,0.18,250.44,20.0,"No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; High bill, few add-ons; Premium fiber plan",NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|HIGH_CHARGE_LOW_BUNDLE|FIBER_PREMIUM,OFF-CONTRACT-2Y:250|OFF-BUNDLE-ALL:187|OFF-CONTRACT-1Y:167|OFF-TECHSUP-12:115|OFF-SEC-12:50,,recommended,3,1
1218-VKFPE,treatment,0.0579,below,3535.0,19.0,12,,,0.0,0.0,0.0,20.0,Rolling month-to-month contract; Manual payment method; Phone-only account,MONTH_TO_MONTH|MANUAL_PAYMENT|NO_INTERNET,OFF-CONTRACT-2Y:3|OFF-CONTRACT-1Y:2|OFF-AUTOPAY:-52,OFF-CONTRACT-2Y:R3_POSITIVE_EV|OFF-CONTRACT-1Y:R3_POSITIVE_EV|OFF-AUTOPAY:R2_MARGIN_FLOOR,no_action_needed,3,1
3627-FHKBK,treatment,0.5014,above,3244.0,75.3,1,OFF-CONTRACT-1Y,1-year contract at 10% off,90.36,0.12,104.82,20.0,No tech support add-on; No device protection; Rolling month-to-month contract; Manual payment method; Under 12 months tenure; Premium fiber plan,NO_TECH_SUPPORT|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|FIBER_PREMIUM,OFF-CONTRACT-1Y:105|OFF-TECHSUP-12:70|OFF-AUTOPAY:5,,recommended,3,1
2865-TCHJW,treatment,0.8434,above,5808.0,89.2,4,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,565.28,20.0,"No tech support add-on; No online security add-on; Rolling month-to-month contract; Manual payment method; High bill, few add-ons; Under 12 months tenure; Premium fiber plan",NO_TECH_SUPPORT|NO_ONLINE_SECURITY|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,OFF-BUNDLE-ALL:565|OFF-CONTRACT-1Y:481|OFF-TECHSUP-12:332|OFF-SEC-12:185|OFF-AUTOPAY:136,,recommended,3,1
0719-SYFRB,treatment,0.1955,below,5670.0,61.65,12,OFF-CONTRACT-2Y,2-year contract at 15% off,110.97,0.18,88.56,20.0,Rolling month-to-month contract; Manual payment method,MONTH_TO_MONTH|MANUAL_PAYMENT,OFF-CONTRACT-2Y:89|OFF-CONTRACT-1Y:59|OFF-AUTOPAY:-16,,recommended,3,1
6543-CPZMK,treatment,0.5059,above,2573.0,29.95,9,OFF-CONTRACT-2Y,2-year contract at 15% off,53.91,0.18,180.39,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Under 12 months tenure,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER,OFF-CONTRACT-2Y:180|OFF-CONTRACT-1Y:120|OFF-BUNDLE-ALL:62|OFF-TECHSUP-12:44|OFF-SEC-12:5|OFF-AUTOPAY:-8,,recommended,3,1
0970-ETWGE,treatment,0.9068,above,4996.0,89.55,1,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,513.74,20.0,"No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; High bill, few add-ons; Under 12 months tenure; Premium fiber plan",NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,OFF-BUNDLE-ALL:514|OFF-CONTRACT-1Y:436|OFF-TECHSUP-12:302|OFF-SEC-12:166|OFF-AUTOPAY:121,,recommended,3,1
9576-ANLXO,treatment,0.5435,above,2876.0,69.55,3,OFF-CONTRACT-1Y,1-year contract at 10% off,83.46,0.12,104.11,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Under 12 months tenure; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|NEW_CUSTOMER|FIBER_PREMIUM,OFF-CONTRACT-1Y:104|OFF-BUNDLE-ALL:98|OFF-TECHSUP-12:65|OFF-SEC-12:18,,recommended,3,1
4160-AMJTL,treatment,0.1724,below,5432.0,19.65,8,OFF-CONTRACT-2Y,2-year contract at 15% off,35.37,0.18,133.2,20.0,Rolling month-to-month contract; Manual payment method; Under 12 months tenure; Phone-only account,MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|NO_INTERNET,OFF-CONTRACT-2Y:133|OFF-CONTRACT-1Y:89|OFF-AUTOPAY:-23,,recommended,3,1
4464-JCOLN,treatment,0.0594,below,2362.0,19.85,2,,,0.0,0.0,0.0,20.0,Manual payment method; Under 12 months tenure; Phone-only account,MANUAL_PAYMENT|NEW_CUSTOMER|NO_INTERNET,OFF-AUTOPAY:-54,OFF-AUTOPAY:R2_MARGIN_FLOOR,no_action_needed,3,1
0823-HSCDJ,treatment,0.3755,above,5597.0,49.15,52,OFF-CONTRACT-2Y,2-year contract at 15% off,88.47,0.18,289.83,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT,OFF-CONTRACT-2Y:290|OFF-CONTRACT-1Y:193|OFF-BUNDLE-ALL:174|OFF-TECHSUP-12:108|OFF-SEC-12:45|OFF-AUTOPAY:24,,recommended,3,1
1448-PWKYE,treatment,0.8862,above,2046.0,80.0,1,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,133.33,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Under 12 months tenure; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|FIBER_PREMIUM,OFF-BUNDLE-ALL:133|OFF-CONTRACT-1Y:122|OFF-TECHSUP-12:85|OFF-SEC-12:30|OFF-AUTOPAY:13,,recommended,3,1
1894-IGFSG,treatment,0.4213,above,3161.0,89.25,22,OFF-CONTRACT-2Y,2-year contract at 15% off,160.65,0.18,79.06,20.0,"No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; High bill, few add-ons; Premium fiber plan",NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|FIBER_PREMIUM,OFF-CONTRACT-2Y:79|OFF-BUNDLE-ALL:66|OFF-CONTRACT-1Y:53|OFF-TECHSUP-12:46|OFF-SEC-12:6|OFF-AUTOPAY:-7,,recommended,3,1
0322-CHQRU,treatment,0.5026,above,3478.0,45.35,2,OFF-CONTRACT-1Y,1-year contract at 10% off,54.42,0.12,155.35,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Under 12 months tenure,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER,OFF-CONTRACT-1Y:155|OFF-BUNDLE-ALL:124|OFF-TECHSUP-12:79|OFF-SEC-12:27|OFF-AUTOPAY:10,,recommended,3,1
4678-DVQEO,treatment,0.5071,above,4138.0,52.2,1,OFF-CONTRACT-1Y,1-year contract at 10% off,62.64,0.12,189.17,20.0,No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Under 12 months tenure,NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER,OFF-CONTRACT-1Y:189|OFF-SEC-12:45|OFF-AUTOPAY:24,,recommended,3,1
1820-TQVEV,treatment,0.8864,above,3042.0,69.55,1,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,256.99,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Under 12 months tenure; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|FIBER_PREMIUM,OFF-BUNDLE-ALL:257|OFF-CONTRACT-1Y:240|OFF-TECHSUP-12:155|OFF-SEC-12:75|OFF-AUTOPAY:48,,recommended,3,1
3313-QKNKB,treatment,0.2794,above,6304.0,85.55,59,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,126.08,20.0,"No tech support add-on; No online security add-on; No device protection; Manual payment method; High bill, few add-ons; Premium fiber plan",NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|FIBER_PREMIUM,OFF-BUNDLE-ALL:126|OFF-TECHSUP-12:81|OFF-SEC-12:28|OFF-AUTOPAY:10,,recommended,3,1
9851-KIELU,treatment,0.547,above,5803.0,110.1,10,OFF-CONTRACT-2Y,2-year contract at 15% off,198.18,0.18,373.18,20.0,Rolling month-to-month contract; Manual payment method; Under 12 months tenure; Premium fiber plan,MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|FIBER_PREMIUM,OFF-CONTRACT-2Y:373|OFF-CONTRACT-1Y:249|OFF-AUTOPAY:67,,recommended,3,1
3908-BLSYF,treatment,0.582,above,3962.0,83.9,6,OFF-CONTRACT-2Y,2-year contract at 15% off,151.02,0.18,264.04,20.0,"No tech support add-on; No online security add-on; Rolling month-to-month contract; Manual payment method; High bill, few add-ons; Under 12 months tenure; Premium fiber plan",NO_TECH_SUPPORT|NO_ONLINE_SECURITY|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,OFF-CONTRACT-2Y:264|OFF-BUNDLE-ALL:202|OFF-CONTRACT-1Y:176|OFF-TECHSUP-12:124|OFF-SEC-12:55|OFF-AUTOPAY:32,,recommended,3,1
