customer_id,arm,p_churn,risk_vs_base,cltv,monthly_charges,tenure_months,offer_id,offer_name,cost,delta_prior,ev,min_ev_floor,lever_summary,levers,considered,vetoed,status,catalog_version,actual_churn
TEST-ELIG-004,treatment,0.7355,above,6000.0,114.0,1,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,497.31,20.0,NO_TECH_SUPPORT; NO_ONLINE_SECURITY; NO_DEVICE_PROTECTION; MONTH_TO_MONTH; MANUAL_PAYMENT; HIGH_CHARGE_LOW_BUNDLE; NEW_CUSTOMER; FIBER_PREMIUM,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,,,recommended,3.0,0.0
TEST-ELIG-005,treatment,0.7105,above,6000.0,115.0,1,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,476.31,20.0,NO_TECH_SUPPORT; NO_ONLINE_SECURITY; NO_DEVICE_PROTECTION; MONTH_TO_MONTH; MANUAL_PAYMENT; HIGH_CHARGE_LOW_BUNDLE; NEW_CUSTOMER; FIBER_PREMIUM,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,,,recommended,3.0,0.0
TEST-LOW-001,treatment,0.01,below,5000.0,50.0,60,,,0.0,0.0,0.0,20.0,,,,,no_action_needed,3.0,0.0
TEST-LOW-002,treatment,0.01,below,5000.0,50.0,60,,,0.0,0.0,0.0,20.0,,,,,no_action_needed,3.0,0.0
TEST-LOW-003,treatment,0.01,below,5000.0,50.0,60,,,0.0,0.0,0.0,20.0,,,,,no_action_needed,3.0,0.0
TEST-NOPROFIT-001,treatment,0.1807,below,400.0,20.0,2,,,0.0,0.0,0.0,20.0,MONTH_TO_MONTH; MANUAL_PAYMENT; NEW_CUSTOMER; NO_INTERNET,MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|NO_INTERNET,,,no_action_needed,3.0,0.0
TEST-NOPROFIT-002,treatment,0.1807,below,400.0,20.0,2,,,0.0,0.0,0.0,20.0,MONTH_TO_MONTH; MANUAL_PAYMENT; NEW_CUSTOMER; NO_INTERNET,MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|NO_INTERNET,,,no_action_needed,3.0,0.0
NEW-CORP-9000,treatment,0.929,above,6200.0,105.5,2,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,685.86,20.0,NO_TECH_SUPPORT; NO_ONLINE_SECURITY; NO_DEVICE_PROTECTION; MONTH_TO_MONTH; MANUAL_PAYMENT; HIGH_CHARGE_LOW_BUNDLE; NEW_CUSTOMER; FIBER_PREMIUM,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,,,recommended,3.0,0.0
NEW-CORP-9008,treatment,0.9655,above,5800.0,98.2,1,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,663.48,20.0,NO_TECH_SUPPORT; NO_ONLINE_SECURITY; NO_DEVICE_PROTECTION; MONTH_TO_MONTH; MANUAL_PAYMENT; NEW_CUSTOMER; FIBER_PREMIUM,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|FIBER_PREMIUM,,,recommended,3.0,0.0
NEW-CORP-9007,treatment,0.01,below,4500.0,55.0,65,,,0.0,0.0,0.0,20.0,,,,,no_action_needed,3.0,0.0
NEW-CORP-9014,treatment,0.821,above,5400.0,89.9,3,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,500.17,20.0,NO_TECH_SUPPORT; NO_ONLINE_SECURITY; NO_DEVICE_PROTECTION; MONTH_TO_MONTH; MANUAL_PAYMENT; HIGH_CHARGE_LOW_BUNDLE; NEW_CUSTOMER; FIBER_PREMIUM,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,,,recommended,3.0,0.0
NEW-CORP-9015,treatment,0.9298,above,5100.0,94.5,1,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,543.37,20.0,NO_TECH_SUPPORT; NO_ONLINE_SECURITY; NO_DEVICE_PROTECTION; MONTH_TO_MONTH; MANUAL_PAYMENT; HIGH_CHARGE_LOW_BUNDLE; NEW_CUSTOMER; FIBER_PREMIUM,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,,,recommended,3.0,0.0
NEW-CORP-9055,treatment,0.929,above,6200.0,105.5,2,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,685.86,20.0,NO_TECH_SUPPORT; NO_ONLINE_SECURITY; NO_DEVICE_PROTECTION; MONTH_TO_MONTH; MANUAL_PAYMENT; HIGH_CHARGE_LOW_BUNDLE; NEW_CUSTOMER; FIBER_PREMIUM,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,,,recommended,3.0,0.0
NEW-CORP-9056,treatment,0.9655,above,5800.0,98.2,1,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,663.48,20.0,NO_TECH_SUPPORT; NO_ONLINE_SECURITY; NO_DEVICE_PROTECTION; MONTH_TO_MONTH; MANUAL_PAYMENT; NEW_CUSTOMER; FIBER_PREMIUM,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|FIBER_PREMIUM,,,recommended,3.0,0.0
NEW-CORP-9057,treatment,0.01,below,4500.0,55.0,65,,,0.0,0.0,0.0,20.0,,,,,no_action_needed,3.0,0.0
NEW-CORP-9058,treatment,0.821,above,5400.0,89.9,3,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,500.17,20.0,NO_TECH_SUPPORT; NO_ONLINE_SECURITY; NO_DEVICE_PROTECTION; MONTH_TO_MONTH; MANUAL_PAYMENT; HIGH_CHARGE_LOW_BUNDLE; NEW_CUSTOMER; FIBER_PREMIUM,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,,,recommended,3.0,0.0
NEW-CORP-9059,treatment,0.9298,above,5100.0,94.5,1,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,543.37,20.0,NO_TECH_SUPPORT; NO_ONLINE_SECURITY; NO_DEVICE_PROTECTION; MONTH_TO_MONTH; MANUAL_PAYMENT; HIGH_CHARGE_LOW_BUNDLE; NEW_CUSTOMER; FIBER_PREMIUM,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,,,recommended,3.0,0.0
NEW-CORP-9067,treatment,0.929,above,6200.0,105.5,2,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,685.86,20.0,NO_TECH_SUPPORT; NO_ONLINE_SECURITY; NO_DEVICE_PROTECTION; MONTH_TO_MONTH; MANUAL_PAYMENT; HIGH_CHARGE_LOW_BUNDLE; NEW_CUSTOMER; FIBER_PREMIUM,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,,,recommended,3.0,0.0
NEW-CORP-9068,treatment,0.9655,above,5800.0,98.2,1,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,663.48,20.0,NO_TECH_SUPPORT; NO_ONLINE_SECURITY; NO_DEVICE_PROTECTION; MONTH_TO_MONTH; MANUAL_PAYMENT; NEW_CUSTOMER; FIBER_PREMIUM,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|FIBER_PREMIUM,,,recommended,3.0,0.0
NEW-CORP-9069,treatment,0.01,below,4500.0,55.0,65,,,0.0,0.0,0.0,20.0,,,,,no_action_needed,3.0,0.0
NEW-CORP-9070,treatment,0.821,above,5400.0,89.9,3,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,500.17,20.0,NO_TECH_SUPPORT; NO_ONLINE_SECURITY; NO_DEVICE_PROTECTION; MONTH_TO_MONTH; MANUAL_PAYMENT; HIGH_CHARGE_LOW_BUNDLE; NEW_CUSTOMER; FIBER_PREMIUM,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,,,recommended,3.0,0.0
NEW-CORP-9071,treatment,0.9298,above,5100.0,94.5,1,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,543.37,20.0,NO_TECH_SUPPORT; NO_ONLINE_SECURITY; NO_DEVICE_PROTECTION; MONTH_TO_MONTH; MANUAL_PAYMENT; HIGH_CHARGE_LOW_BUNDLE; NEW_CUSTOMER; FIBER_PREMIUM,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,,,recommended,3.0,0.0
